clee,id,nombre,razon_social,clase_actividad,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,cp,ubicacion,telefono,correo_e,sitio_internet,tipo,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,ageb,manzana,clase_actividad_id,edificio_piso,sector_actividad_id,subsector_actividad_id,rama_actividad_id,subrama_actividad_id,edificio,tipo_asentamiento,fecha_alta,areageo,ubicacion caps,municipio,estado
19031461212004131000009259S6,9238785,NL SIX 6 BARROTERAN,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,Coahuila,404,0,COAHUILA,67250,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1415948,25.66306786,,,,69,24,461212,,46,461,4612,46121,,COLONIA,2020-04,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19039461212011321000009259S7,9239011,NL SIX 6 BELLOTE,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,Bellote,9981,0,FOMERREY 113,64105,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3795939,25.77388733,,,,3771,15,461212,,46,461,4612,46121,,COLONIA,2020-04,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19046461212005111000009259S5,9239687,NL SIX 6 BONITA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,María Bonita,646,0,RESIDENCIAL EL ROBLE 6TO SECTOR,66420,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.272688,25.75984218,,,,875,16,461212,,46,461,4612,46121,,RESIDENCIAL,2020-04,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19031461212004631000009259S5,9238834,NL SIX 6 CALEB,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Vista de la Arbolera,500,0,VISTAS DEL RIO,67520,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",,,,Fijo,-100.0980708,25.66457635,,,,1175,31,461212,,46,461,4612,46121,,COLONIA,2020-04,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19039461212012131000009259S9,9239088,NL SIX 6 CANOLI,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Olivos,1620,0,NOGALES DE SIERRA,64988,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.2354399,25.58300474,,,,299A,29,461212,,46,461,4612,46121,,COLONIA,2020-04,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19018461212003481000009259S3,9238199,NL SIX 6 CARDENAS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Lázaro Cárdenas,400,0,EL FRAILE 1 SECTOR,66005,"GARCÍA, García, NUEVO LEÓN   ",,,,Fijo,-100.5940781,25.80174769,,,,118,43,461212,,46,461,4612,46121,,SECTOR,2020-04,190180001,GARCÍA, García, NUEVO LEÓN   
19039461212011851000009259S3,9239066,NL SIX 6 CARINA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Carina,9132,0,SAN BERNABE FOMERREY 51,64109,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3854141,25.75495444,,,,4021,21,461212,,46,461,4612,46121,,COLONIA,2020-04,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19046461212004781000009259S6,9239655,NL SIX 6 CHIPRIOTAS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Chipriotas,323,0,FOMERREY 27,66444,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.272147,25.72855695,,,,1125,15,461212,,46,461,4612,46121,,COLONIA,2020-04,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19039461212011781000009259S2,9239051,NL SIX 6 CHOCANO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,José Santos Chocano,2469,0,MARTINEZ,64550,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.2894685,25.68747019,,,,1313,12,461212,,46,461,4612,46121,,COLONIA,2020-04,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19039461212011221000009259S9,9238998,NL SIX 6 COLORIN,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,No Reelección,10123,0,MIRASOL,64100,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3952295,25.76367856,,,,4286,24,461212,,46,461,4612,46121,,COLONIA,2020-04,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19012461212000801000009259S8,9238173,NL SIX 6 CONDE,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Vivero del Conde,149,0,PORTAL DE LAS SALINAS,65550,"PORTAL DE LAS SALINAS, Ciénega de Flores, NUEVO LEÓN   ",,,,Fijo,-100.1475755,25.98761349,,,,307,11,461212,,46,461,4612,46121,,COLONIA,2020-04,190120152,PORTAL DE LAS SALINAS, Ciénega de Flores, NUEVO LEÓN   
19031461212004351000009259S0,9238811,NL SIX 6 CURRO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Paseo las Lomas,245,0,PASEO DE LAS LOMAS,67265,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1132677,25.64095164,,,,1052,6,461212,,46,461,4612,46121,,COLONIA,2020-04,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19046461212005191000009259S7,9239688,NL SIX 6 DAVALOS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Nicolás Cano,432,0,CONSTITUYENTES DE QUERETARO,66490,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.2544047,25.72137091,,,,714,12,461212,,46,461,4612,46121,,COLONIA,2020-04,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19031461212004121000009259S7,9238784,NL SIX 6 ECO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,Arcadia,402,0,FRACCIONAMIENTO ARCADIA,67250,"JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1827363,25.61101371,,,,1635,19,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2020-04,190310045,JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   
19039461212011611000009259S1,9239043,NL SIX 6 FREUD,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Fabre,1301,0,BARRIO MODERNA,64105,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3812419,25.78000879,,,,4322,4,461212,,46,461,4612,46121,,BARRIO,2020-04,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19026461212007371000009259S5,9238607,NL SIX 6 FUEGO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Magallanes,301,0,NUEVA AURORA,67190,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.1930879,25.64182405,,,,849,40,461212,,46,461,4612,46121,,COLONIA,2020-04,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19026461212007491000009259S1,9238621,NL SIX 6 HORCHALI,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Licenciado Sebastián Lerdo de Tejada,512,0,CENTRO DE GUADALUPE,67100,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.2528586,25.68133865,,,,302,25,461212,,46,461,4612,46121,,COLONIA,2020-04,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19045461212000611000009259S1,9239571,NL SIX 6 ISIDROS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Paseo San Pedro,507,0,PASEO SAN ISIDRO,65550,"SALINAS VICTORIA, Salinas Victoria, NUEVO LEÓN   ",,,,Fijo,-100.3084929,25.96537704,,,,469,7,461212,,46,461,4612,46121,,COLONIA,2020-04,190450001,SALINAS VICTORIA, Salinas Victoria, NUEVO LEÓN   
19006461212005781000009259S9,9237895,NL SIX 6 JARAL,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Hacienda el Jaral,162,0,LOS PINOS 2DO SECTOR,66636,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2499676,25.77365398,,,,757,18,461212,,46,461,4612,46121,,SECTOR,2020-04,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19049461212000721000009259S0,9239935,NL SIX 6 LEONES,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,general treviño,347,0,SAN JAVIER,67320,"SANTIAGO, Santiago, NUEVO LEÓN   ",,,,Fijo,-100.1424638,25.41272993,,,,148,1,461212,,46,461,4612,46121,,COLONIA,2020-04,190490001,SANTIAGO, Santiago, NUEVO LEÓN   
19046461212005121000009259S4,9239692,NL SIX 6 MARTIRES,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Mártires de Río Blanco,818,0,CONSTITUYENTES DE QUERETARO 4TO SECCION,66490,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.2634087,25.71390505,,,,1252,19,461212,,46,461,4612,46121,,SECCION,2020-04,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19039461212012071000009259S7,9239084,NL SIX 6 MONTELLANO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Monte Llano,9248,0,SAN BERNABE,64104,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3717907,25.76179736,,,,2576,5,461212,,46,461,4612,46121,,COLONIA,2020-04,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19046461212005181000009259S8,9239690,NL SIX 6 MORON,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Morón,506,0,ANDALUCIA,66470,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.2431188,25.72396405,,,,1159,14,461212,,46,461,4612,46121,,COLONIA,2020-04,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19006461212005501000009259S1,9237869,NL SIX 6 NACIONES,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,Eugenio A. Benavides,412,0,MOISES SAENZ,66615,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2573519,25.81334492,,,,117,35,461212,,46,461,4612,46121,,COLONIA,2020-04,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19048461212004011000009259S4,9239859,NL SIX 6 PALMAR,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Hacienda San Blas,153,0,HACIENDA EL PALMAR,66367,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.5060471,25.70746443,,,,1562,4,461212,,46,461,4612,46121,,COLONIA,2020-04,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19006461212006071000009259S4,9237923,NL SIX 6 PORTAL HUINALA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Portal de Burgos,460,0,PORTAL DE HUINALA,66646,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.1530823,25.75398481,,,,1628,15,461212,,46,461,4612,46121,,COLONIA,2020-04,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19039461212011411000009259S6,9239019,NL SIX 6 PRADERA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Camino de la Pradera,1719,0,BARRIO ACERO,64580,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3907914,25.78311604,,,,438A,26,461212,,46,461,4612,46121,,BARRIO,2020-04,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19012461212000741000009259S6,9238172,NL SIX 6 PROGRESO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Vallarta,100,0,EL PROGRESO,65550,"CIÉNEGA DE FLORES, Ciénega de Flores, NUEVO LEÓN   ",,,,Fijo,-100.1754844,25.96765706,,,,186,2,461212,,46,461,4612,46121,,COLONIA,2020-04,190120001,CIÉNEGA DE FLORES, Ciénega de Flores, NUEVO LEÓN   
19021461212003701000009259S8,9238430,NL SIX 6 SAN JUAN,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,San Juan,100,0,RESIDENCIAL SAN MIGUEL,66085,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.3709496,25.82663998,,,,161A,23,461212,,46,461,4612,46121,,RESIDENCIAL,2020-04,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19046461212004501000009259S8,9239636,NL SIX 6 SEGURA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,Las Puentes,1035,0,LAS PUENTES SECTOR 7,66460,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.2691004,25.74854341,,,,127,25,461212,,46,461,4612,46121,,SECTOR,2020-04,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19048461212004031000009259S2,9239854,NL SIX 6 SOTO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Juan Rulfo,2973,0,CUMBRES DE SANTA CATARINA,66354,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.4895247,25.68126478,,,,105A,12,461212,,46,461,4612,46121,,COLONIA,2020-04,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19026461212007301000009259S2,9238609,NL SIX 6 VENTOLERA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,Del Amanecer,346,0,VALLE DEL SOL,67195,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.167925,25.65446272,,,,2205,17,461212,,46,461,4612,46121,,COLONIA,2020-04,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19048461212004301000009259S9,9239882,NL SIX 6 WOLF,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Virginia Woolf,2839,0,CUMBRES DE SANTA CATARINA,66358,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.4873179,25.67753927,,,,935,19,461212,,46,461,4612,46121,,COLONIA,2020-04,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19006461212005451000009259S9,9237864,NL SIX 6 YUGOSLAVIA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,Avenida de la Concordia,720,0,PRADOS DE LA CIENEGUITA,66636,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2577509,25.78454626,,,,719,2,461212,,46,461,4612,46121,,COLONIA,2020-04,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19006461212006401000009259S3,9237959,NL SIX 6 ZAPOTECA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Zapoteca,512,0,MONTEALBAN 3ER SECTOR,66649,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.1725982,25.71730895,,,,1543,17,461212,,46,461,4612,46121,,SECTOR,2020-04,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19009461212001301000009259S4,9238099,NL SIX 6 ZARCO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,J. M. Lozano,706,0,LAZARO CARDENAS,67480,"CADEREYTA JIMÉNEZ, Cadereyta Jiménez, NUEVO LEÓN   ",,,,Fijo,-99.98300505,25.59175492,,,,462,38,461212,,46,461,4612,46121,,COLONIA,2020-04,190090001,CADEREYTA JIMÉNEZ, Cadereyta Jiménez, NUEVO LEÓN   
19048461212004001000009259S5,9239858,NL SIX 6 ZIMIX,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Ébano,225,0,ZIMIX,66358,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.4685634,25.67648767,,,,988,21,461212,,46,461,4612,46121,,COLONIA,2020-04,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19012461212000681000009259S4,9238161,NL SIX 6 ZORRILLA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,Licenciado Pedro G. Zorrilla Martínez,177,0,CONCHITA VELAZCO ZORRILLA,65550,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.3238442,25.78569808,,,,202,39,461212,,46,461,4612,46121,,COLONIA,2020-04,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19046461212004831000009259S9,9239664,NL SIX 7 ABAD,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,Calle Del Abad,936,0,EL MIRADOR,67170,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.3221947,25.7582616,,,,1765,40,461212,,46,461,4612,46121,,COLONIA,2020-04,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19021461212003321000009259S5,9238396,NL SIX 7 AGUALEGUAS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,Agualeguas,730,0,NUEVA ESPERANZA,66064,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.3951024,25.79879725,,,,1022,2,461212,,46,461,4612,46121,,COLONIA,2020-04,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19048461212004221000009259S9,9239879,NL SIX 7 ALAFITA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Rómulo Lozano,500,0,LA ERMITA,66120,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.4324572,25.69641171,,,,1064,30,461212,,46,461,4612,46121,,COLONIA,2020-04,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19001461212000091000009259S9,9237786,NL SIX 7 ALFONSO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Alfonso Martínez Domínguez,2852,0,ARBOLEDAS DE LA SILLA,67182,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.2241506,25.65517944,,,,1762,12,461212,,46,461,4612,46121,,COLONIA,2020-04,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19031461212004311000009259S4,9238808,NL SIX 7 ANITA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Hacienda Santa Anita,305,0,HACIENDA SANTA LUCIA,67257,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1204521,25.6573922,,,,923,3,461212,,46,461,4612,46121,,COLONIA,2020-04,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19009461212001081000009259S2,9238075,NL SIX 7 ARAUCAREA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Araucaria,114,0,ARBOLEDAS CADEREYTA,67484,"CADEREYTA JIMÉNEZ, Cadereyta Jiménez, NUEVO LEÓN   ",,,,Fijo,-99.98075129,25.5836356,,,,693,10,461212,,46,461,4612,46121,,COLONIA,2020-04,190090001,CADEREYTA JIMÉNEZ, Cadereyta Jiménez, NUEVO LEÓN   
19021461212003521000009259S0,9238412,NL SIX 7 ASTROS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,La Unidad,247,0,LA UNIDAD,66064,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.4166889,25.79649435,,,,1003,13,461212,,46,461,4612,46121,,COLONIA,2020-04,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19039461212011311000009259S8,9239010,NL SIX 7 BATALLA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Batalla de Santa María,5304,0,ALVARO OBREGON,64150,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3658501,25.73199986,,,,264,1,461212,,46,461,4612,46121,,COLONIA,2020-04,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19012461212000761000009259S4,9238167,NL SIX 7 BLVD,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Alcalá,115,0,VILLAS DE ALCALA,65580,"VILLAS DE ALCALÁ, General Zuazua, NUEVO LEÓN   ",,,,Fijo,-100.1853121,25.9154717,,,,447,27,461212,,46,461,4612,46121,,COLONIA,2020-04,190250293,VILLAS DE ALCALÁ, General Zuazua, NUEVO LEÓN   
19049461212000691000009259S5,9239934,NL SIX 7 CABALLO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CARRETERA,Cola de Caballo,228,0,LA CIENEGUILLA,67320,"SANTIAGO, Santiago, NUEVO LEÓN   ",,,,Fijo,-100.1332066,25.39782602,,,,167,9,461212,,46,461,4612,46121,,COLONIA,2020-04,190490001,SANTIAGO, Santiago, NUEVO LEÓN   
19046461212005271000009259S7,9239706,NL SIX 7 CANTABRICA.,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Cordillera Cantábrica,1054,0,LAS PUENTES,66460,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.2675146,25.74269336,,,,540,5,461212,,46,461,4612,46121,,COLONIA,2020-04,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19009461212001101000009259S8,9238081,NL SIX 7 CHINESE,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,del olmo,1400,0,VALLE DEL ROBLE SEC CHINESE,67456,"VALLE DEL ROBLE, Cadereyta Jiménez, NUEVO LEÓN   ",,,,Fijo,-100.0743552,25.5984017,,,,265,18,461212,,46,461,4612,46121,,COLONIA,2020-04,190090572,VALLE DEL ROBLE, Cadereyta Jiménez, NUEVO LEÓN   
19039461212011501000009259S4,9239028,NL SIX 7 CODORNIZ,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Codorniz,5371,0,SAN BERNABE 4 SECTOR,64360,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3780608,25.73682901,,,,137,44,461212,,46,461,4612,46121,,SECTOR,2020-04,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19006461212005651000009259S4,9237884,NL SIX 7 COREA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Corea,156,0,PASEO DE LOS PINOS,66636,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.244216,25.77754449,,,,1346,1,461212,,46,461,4612,46121,,COLONIA,2020-04,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19026461212007471000009259S3,9238619,NL SIX 7 DELTA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Bocana,3123,0,RIBERAS DEL RIO,67160,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.2225637,25.68216203,,,,482,3,461212,,46,461,4612,46121,,COLONIA,2020-04,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19021461212003531000009259S9,9238416,NL SIX 7 DORA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Limón,201,0,LOS NOGALES,66050,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.3028464,25.80466485,,,,1304,15,461212,,46,461,4612,46121,,COLONIA,2020-04,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19006461212006051000009259S6,9237922,NL SIX 7 ECUATORIANOS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,Polacos,154,0,ROBERTO ESPINOZA,66648,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.1786449,25.72014705,,,,808,16,461212,,46,461,4612,46121,,COLONIA,2020-04,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
